name,price,description,link
work n cushion 4 shoes,100.00,"Stand. Work. Walk. The leather and synthetic build and air-cushioned feel of these men's shoes supports long days on your feet. A mesh lining lets feet breathe, and a slip-resistant outsole offers confident grip on wet workshop floors or slippery hallways., ['Style:', '100001161', 'Gender:', 'Men\n', 'Memory foam sockliner\n', 'Rubber outsole\n', 'Upper : leather and       synthetic\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-work-n-cushion-4-shoes-white-cdgry2-white
classic leather shoes,115.00,"Style:,100008492,Gender:,Unisex
,Lace closure
,Leather upper
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-ftwwht-ftwwht-pugry3
club c 85 shoes,89.99,"Discover the timeless appeal of the Club C 85 Shoes, featuring a full suede upper with a matching midsole for a seamless look. The iconic gum outsole adds a classic touch, while the white logos ensure consistent branding, blending heritage style with modern flair., ['Style:', '100074449', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-cblack-ftwwht-rbkle3
classic leather shoes,89.99,"Clean, minimalist design keeps your look forever fresh. These Reebok Classic Leather Shoes update the iconic retro style. A supple leather upper and logos pulled from the archives give you trainers that always work, no matter what you pair them with., ['Style:', '100008491', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-ftwr-wht-pure-grey-3-reebok-ru
club c 85 shoes,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000156', 'Gender:', 'Men\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-white-navy
classic leather,115.00,"Clean, minimalist design keeps your look forever fresh. These Reebok Classic Leather Shoes update the iconic retro style. A supple leather upper and logos pulled from the archives give you trainers that always work, no matter what you pair them with. A slimmer toe shape, improved vamp, and an enhanced two-piece midsole give these kicks a sleek, modern profile., ['Style:', '100008494', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-core-blk-core-blk-pure-grey-5
zig clog,90.00,"With a combination of Zig tech and Energy Argus X, the Reebok Zig Clog is your new summer essential. A tiny vector logo is positioned close to the collar and bottom of the sole area. Its neutral tones are the perfect finisher for the season., ['Style:', '100202655', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-zig-clog-chalk
floatride energy 6 running shoes,99.99,"Life is all about balance. These men's Reebok running shoes are your do-it-all pair, combining a lightweight design with responsive Floatride Energy Foam cushioning for a bouncy but smooth ride. A midfoot plate provides torsional stability to keep you going when fatigue sets in. The Reebok Fit System features lateral and medial support stays for a locked-down fit., ['Style:', '100204922', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n', 'Textile lining\n', 'Textile upper\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatride-energy-6-running-shoes-black-dark-matter-grey-6
zig clog,90.00,"With a combination of Zig tech and Energy Argus X, the Reebok Zig Clog is your new summer essential. A tiny vector logo is positioned close to the collar and bottom of the sole area. Its neutral tones are the perfect finisher for the season., ['Style:', '100207244', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-zig-clog-black-black-black
nano x4 training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave(R) woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100204675', 'Gender:', 'Unisex\n', 'Flexweave(r) textile      upper\n', 'Floatride energy foam\n', 'Rubber outsole\n', 'Tpu heel clip\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-nano-x4-training-shoes-moondigital-limefootwear-whi
club c 85,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000153', 'Gender:', 'Men\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-black-charcoal
floatride energy 6 running shoes,99.99,"Life is all about balance. These men's Reebok running shoes are your do-it-all pair, combining a lightweight design with responsive Floatride Energy Foam cushioning for a bouncy but smooth ride. A midfoot plate provides torsional stability to keep you going when fatigue sets in. The Reebok Fit System features lateral and medial support stays for a locked-down fit., ['Style:', '100201164', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n', 'Textile lining\n', 'Textile upper\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatride-energy-6-running-shoes-moon-grey-1-heritage-gold
club c 85 shoes,99.99,"These Club C 85 shoes only get better with age. As if they've already lived several lives, they have subtle hits of cracked leather. Savor the details from leather and suede on the upper to an open foam tongue. Logos to linings, these sneakers give you the OG Reebok goods., ['Style:', '100201183', 'Gender:', 'Unisex\n', 'Nubuck upper\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-mushroom-utilitybrwn
nano x4 training shoes,99.99,"The Nano X4 Training Shoes are one of the lightest and most breathable Nano iterations yet. These Reebok training shoes are crafted with enhanced stability and support, without excess design features that add weight. The updated Flexweave woven textile upper is ultralight and a new midfoot ventilation panel allows greater air flow. Ultimate stability comes from the innovative Lift and Run Chassis system, while Floatride Energy Foam cushions every stride., ['Style:', '100074185', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-nano-x4-training-shoes-black-purgry-rbkle3
classic leather shoes wht/chalk/stucco,115.00,"Forget about spot-cleaning your kicks, these Reebok shoes are made to be worn no matter where the day takes you. Leather with soft suede overlays gives them a textured look that keeps getting better with age., ['Style:', '100032772', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Terry lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-ftwr-wht-chalk-stucco
flexagon energy 4 shoes,69.99,"Keep your energy level high throughout your workout. These men's Reebok training shoes are made with a breathable mesh upper to keep you light on your feet. The FuelFoam midsole rebounds on impact for optimal comfort through jumps and lunges. Grooves in the outsole ensure flexible movement in all directions., ['Style:', '100033358', 'Gender:', 'Men\n', 'Foam midsole\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-flexagon-energy-4-shoes-nvy-ftwr-wht-hoops-blue
reebok jogger lite shoes,69.99,"The Reebok Jogger Lite draws on archival running designs for its sleek silhouette. A lightweight, one-piece midsole and outsole offer cushioned comfort combined with a barely-there feel., ['Style:', '100075134', 'Gender:', 'Men\n', 'Eva midsole\n', 'Eva outsole\n', 'Padded ankle collar\n', 'Rubber outsole\n', 'Upper : synthetic\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-jogger-lite-shoes-cblack-ftwwht-ftwwht
classic leather 1983 vintage shoes,130.00,"Lace up a look as close to the original as possible. We faithfully re-created this old-school pair of Reebok Classic Leather shoes just for you. They drip with OG details like a vintage terry lining, a French-bound heel binding and the original textured, buffed midsole. But it doesn't stop there. The tongue label and taffeta woven labels are straight from the vaults. And it's all finished with a soft leather upper backed with nylon., ['Style:', '100202781', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Terry lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-1983-vintage-shoes-vtgchalk-mghgry-vectred
reebok glide dmx shoes,79.99,"Retro running style gets a fresh update. These Reebok shoes have a mesh upper with suede overlays for a throwback vibe. DMX Microbubbles in the midsole make every step extra plush. See-through sidewalls reveal the bubbles for a techy effect., ['Style:', '100201255', 'Gender:', 'Unisex\n', 'Dmx microbubbles in       midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : mesh and suede\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-glide-dmx-shoes-black-black-grey-6
reebok glide dmx shoes,79.99,"Retro running style gets a fresh update. These Reebok shoes have a mesh upper with suede overlays for a throwback vibe. DMX Microbubbles in the midsole make every step extra plush. See-through sidewalls reveal the bubbles for a techy effect., ['Style:', '100201251', 'Gender:', 'Unisex\n', 'Dmx microbubbles in       midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : mesh and suede\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-glide-dmx-shoes-white-kinetic-blue-grey-1
energen tech plus 2 running shoes,99.99,"Make your next run the smoothest and most comfortable yet. These Reebok running shoes are built with a smooth cushioned Floatride Fuel foam midsole that delivers soft underfoot comfort. The mesh upper is engineered with areas of stretch and targeted support. A hotmelt cage provides lockdown for the midfoot without being rigid or heavy. The LuxComfort sockliner offers an extra layer of cushion for comfort that goes the distance., ['Style:', '100204828', 'Gender:', 'Unisex\n', 'Breathable mesh\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-energen-tech-plus-2-running-shoes-black-white
flexagon force 4 training shoes,69.99,"You put your all into your workout, and these men's Reebok training shoes are right there with you. The FuelFoam midsole cushions lunges and jumps. A grooved outsole ensures flexibility through all your moves. The breathable mesh upper features seamless overlays for added support., ['Style:', '100205373', 'Gender:', 'Men\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : synthetic and     mesh\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-flexagon-force-4-training-shoes-barely-grey-digital-lime-black
reebok fulgere slides,35.00,"These men's slides offer an easygoing look for the beach or the swimming pool. The soft moulded EVA upper provides comfort and support. Made of water-friendly material, they're built for easy on and off., ['Style:', '100038917', 'Gender:', 'Men\n', 'Upper : injection molded  eva\n', 'Water friendly\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-fulgere-slides-armygr-hargrn-black
club c revenge vintage shoes,99.99,"Feel like you're courtside watching your favorite players when you lace up these Reebok Club C Revenge Vintage shoes. The colors hint at popular refreshments served up fresh for spectators. A terry lining and '90s-inspired tongue logo give you the retro goods., ['Style:', '100201178', 'Gender:', 'Unisex\n', 'Leather upper\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-revenge-vintage-shoes-darkgreen-chalk-neoncherry
club c revenge shoes,89.99,"We went deep into our archives to create these Club C Revenge shoes. A special tongue label borrows straight from the '90s and 2000s vaults and is inspired by jerseys worn during competition. The colors remind you that whichever sport you're cheering for, you're always on team Reebok., ['Style:', '100201096', 'Gender:', 'Unisex\n', 'Leather upper\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-revenge-shoes-white-vectorred-black
club c 85 vintage shoes,130.00,"Style:,100000317,Gender:,Unisex
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-vintage-shoes-chalk-paperwhite-gre
classic leather shoes,89.99,"Like finding a vintage pair of Classic Leather shoes that had a previous life. These Reebok kicks with neutral colors paired with tonal shadesin cracked leather and hip suede give a slight aged appearance straight from the box. An exposed foam tongue and archive tag stitched onto the sockliner complete the old-school look., ['Style:', '100201110', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : suede and leather\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-chalk-grey-3-moonstone
classic leather 2400 shoes,89.99,"Extra comfortable and extra luxe, these Classic Leather 2400 shoes give you all the things. A master mix of leather and suede makes the upper premium. Hits of reflective details level up your Reebok look. The sculpted midsole finishes things off nicely and feels as good as it looks., ['Style:', '100201036', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Textile lining\n', 'Upper : suede and leather\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-2400-shoes-chalk-grey-5-bold-pink
classic leather shoes,89.99,"Like finding a vintage pair of Classic Leather shoes that had a previous life. These Reebok kicks with neutral colors paired with tonal shadesin cracked leather and hip suede give a slight aged appearance straight from the box. An exposed foam tongue and archive tag stitched onto the sockliner complete the old-school look., ['Style:', '100201109', 'Gender:', 'Unisex\n', 'Eva midsole\n', 'Rubber outsole\n', 'Upper : suede and leather\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-classic-leather-shoes-white-moonstone-grey-5
reebok x adsum club c revenge shoes,119.99,"Brooklyn-based clothing brand Adsum is inspired by the landscape of the American Northeast. These men's Reebok shoes take the clean, tennis-inspired style of the Club C Revenge and update it in premium suede. Custom details and subtle branding give them a refined look., ['Style:', '100069828', 'Gender:', 'Men\n', 'Leather lined\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-adsum-club-c-revenge-shoes-essgry-purgry-cblack
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these men's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206728', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatzig-1-shoes-footwearwhite-digital-lime-kin
reebok fulgere slides,35.00,"These men's slides offer an easygoing look for the beach or the swimming pool. The soft molded EVA upper provides comfort and support. Made of water-friendly material, they're built for easy on and off., ['Style:', '100063274', 'Gender:', 'Men\n', 'Water friendly\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-fulgere-slides-cblack-chalk-cblack
reebok court advance shoes,69.99,"The iconic Club C 85 and Club C Revenge models are brought together to form Court Advance. Designed in a low-top style, they are made from supple leather and feature a perforated toe area. Black accents add a distinctive detail, while bubbles inside the midsole offer an extra rebond for all-day comfort, both on and off the turf., ['Style:', '100033984', 'Gender:', 'Men\n', 'Leather upper\n', 'Padded tongue\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-court-advance-shoes-ftwwht-ftwwht-vecnav
club c 85,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000155', 'Gender:', 'Men\n', 'Eva midsole\n', 'Molded sockliner\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-white-green
energen plus 2 shoes,79.99,"Discover the enhanced Energen Plus 2 Shoes, designed with performance in mind. These men's shoes offer an optimal mix of balance, cushioning, and lightweight construction, ensuring a seamless transition from heel to toe, complemented by the dynamic FuelFoam cushioning for responsive support., ['Style:', '100074810', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-energen-plus-2-shoes-ftwwht-cblack-palblu
reebok x needles beatnik slides,99.99,"Designer and CEO Keizo Shimizu is a global taste maker. He brings that vision to these Reebok slides, designed in collaboration with his clothing brand, Needles. Made of suede with a rugged rubber outsole, they have a low-key bohemian look. A Needles butterfly is embroidered on the upper., ['Style:', '100207687', 'Gender:', 'Unisex\n', 'Slip on\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-needles-beatnik-sandals-canvas-extm-purple-canvas
reebok x needles beatnik slides,99.99,"Designer and CEO Keizo Shimizu is a global taste maker. He brings that vision to these Reebok slides, designed in collaboration with his clothing brand, Needles. Made of suede with a rugged rubber outsole, they have a low-key bohemian look. A Needles butterfly is embroidered on the upper., ['Style:', '100207686', 'Gender:', 'Unisex\n', 'Slip on\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-x-needles-beatnik-slides-cblack-extmpurple-cblack
jurassic world beatnik slides,89.99,"Style:,HQ6266,Gender:,Unisex
,Slip-on
,Textile upper
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-jurassic-world-beatnik-slides-bougry-parchm-oatmea
club c bulc shoes,89.99,"If you feel like you've seen these Reebok shoes before, it's because they're a classic with distinctively exaggerated proportions. Using heritage color accents, they keep their clean, iconic look with a full leather upper and subtle pops. The tongue label opens at the top to create a pocket., ['Style:', '100033926', 'Gender:', 'Unisex\n', 'Tongue stash\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-bulc-shoes-ftwr-wht-blk-reebok-rubber-gum
question mid shoes,140.90,"Style:,GX0227,Gender:,Unisex
,Lace closure
,Leather upper
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-question-mid-shoes-ftwwht-clacob-clear
club c legacy shoes,100.00,"Power up your Triceratops Zord in these Reebok shoes. Made for fans of the Power Rangers, they channel the power of the Triceratops Zord with colours and materials inspired by the battle vehicle. Silver metallic pops represent the Zord's horns, and sockliner graphics are based on the show., ['Style:', 'GX2826', 'Gender:', 'Unisex\n', 'Padded insole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-legacy-shoes-humblu-white-silvmt
court advance clip shoes,69.99,"Make a statement with the Court Advance Clip Shoes, boasting bold monochromatic accents on sidestripes and logos. With refreshed vector and heel tab branding, these shoes tie back to the brand's signature styles, offering a modern twist on classic aesthetics., ['Style:', '100075026', 'Gender:', 'Men\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-court-advance-clip-shoes-chalk-pugry4-cblack
reebok court advance shoes,79.99,"All the Reebok court design you love. These shoes mash up the icons Club C 85 and Club C Revenge to make the new Court Advance. So comfortable and cushioned with foam and DMX Microbubbles, you may want to wear them always. Hits of colour give you an extra dose of style., ['Style:', '100010617', 'Gender:', 'Unisex\n', 'Rubber outsole\n', 'Textile lining\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-reebok-court-advance-shoes-core-blk-ftwr-wht-reebok-rub-g
dime club c bulc shoes,109.99,"Style:,100069825,Gender:,Unisex
,Rubber outsole
,Textile lining
",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-dime-club-c-bulc-shoes-silvmt-modbei-silvmt
energen tech plus shoes,69.99,"Experience the ultimate blend of performance and comfort with the Energen Tech Plus Shoes. Equipped with a Floatride Fuel midsole for exceptional energy return and comfort, these shoes also feature a breathable mesh upper and a durable full rubber outsole. The innovative no-sew support in the forefoot, through hotmelt overlays, ensures a secure and comfortable fit, making them perfect for any activity, ['Style:', '100074791', 'Gender:', 'Unisex\n', 'Floatride energy foam     midsole\n', 'Rubber outsole\n', 'Upper : mesh\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-energen-tech-plus-shoes-pugry2-eacobl-vinblu
club c 85 shoes,89.99,"Discover the timeless appeal of the Club C 85 Shoes, featuring a full suede upper with a matching midsole for a seamless look. The iconic gum outsole adds a classic touch, while the white logos ensure consistent branding, blending heritage style with modern flair., ['Style:', '100074450', 'Gender:', 'Men\n', 'Rubber outsole\n', 'Upper : suede leather\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-pugry2-ftwwht-rbkle3
club c 85 vintage shoes,79.99,"Step back in time with the Club C 85 Vintage Shoes, designed for everyday wear. Part of the Tinted Vintage pack, these shoes offer a regular fit and are inspired by DIY dyeing trends, featuring stitching, webbing, and labels in darker tones. The washed suede upper adds a premium touch to this retro-inspired silhouette., ['Style:', '100074161', 'Gender:', 'Men\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-vintage-shoes-bon-vincha-utibro
lt court shoes,119.99,"The Reebok LT Court modernizes the '80s silhouette with leather and suede, featuring classic branding and a terry-lined collar for comfort. Its EVA midsole ensures all-day cushioning, while the grippy rubber outsole and breathable perforations offer enhanced traction and airflow., ['Style:', '100074275', 'Gender:', 'Unisex\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-lt-court-shoes-white-chalk-drkgrn
gl 1000 shoes,79.99,"Embodying Reebok's retro flair, the GL1000 pays tribute to vintage running styles. A low-top design with a textile upper and leather overlays, it's fitted with a cushioned FuelFoam midsole and rubber outsole. Green and black accents lend a bold hit of contrast., ['Style:', '100074215', 'Gender:', 'Men\n', 'Padded ankle collar\n', 'Rubber outsole\n', 'Upper : textile and       leather\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-gl-1000-shoes-ftwwht-cblack-drkgrn
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these men's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206597', 'Gender:', 'Men\n', 'Floatride energy foam\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatzig-1-shoes-palblu-ftwwht-orgfla
bb 4000 ii basketball shoes,79.99,"A courtside classic with an appeal that goes beyond basketball, the BB 4000 II is a modern take on our 89 favourite. The low-top silhouette is crafted with a supple leather upper, plus a durable rubber cupsole. Blue and black accents add a dose of contrast., ['Style:', '100074746', 'Gender:', 'Men\n', 'Eva midsole\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-bb-4000-ii-basketball-shoes-vecblu-black-vecblu
club c 85 shoes,110.00,"Smooth is how you roll. Now, you have the kicks to match. Slip on these Club C 85 sneakers and hit the scene. A simple style means these supple leather shoes pair up with anything. Because sometimes you don't have to say anything to make a statement., ['Style:', '100000154', 'Gender:', 'Men\n', 'Durable outsole\n', 'Leather upper\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-club-c-85-shoes-int-wht-sheer-gry
floatzig 1 shoes,109.99,"Why choose between soft and springy? Fast and smooth? Meet the new shape of running, the high energy return FloatZig 1. Designed to inspire everyone to lace up and get outside, these men's Reebok running shoes are built with premium lightweight foam technology in a geometry that enhances cushioning, energy return and a smooth transition to give a unique underfoot experience., ['Style:', '100206726', 'Gender:', 'Men\n', 'Floatride energy foam\n', 'Rubber outsole\n']",https://reebok.ca/collections/mens-shoes/products/reebok-footwear-men-floatzig-1-shoes-chalk-black-grey1
