name,price,description,link
Unisex UA Lockdown 7 Basketball Shoes,90,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Breathable mesh upper with leather & film overlays for added support & durability,EVA midsole delivers a lightweight & responsive ride,Durable, solid rubber outsole with herringbone traction pattern for ultimate on-court movement & control,Regular,Style #: 3028512,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/basketball/unisex_ua_lockdown_7_basketball_shoes/3028512.html?dwvar_3028512_color=003
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=110
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=124
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=125
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=106
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=102
Unisex Curry Splash 24 Suede Basketball Shoes,130,"""Everything I put my name on has to be good—it has to help you play and it has to support our mission to change the game for good."" – Stephen Curry, Lightweight, breathable mesh upper with suede overlays for added durability,Dynamic lacing system & plush collar provide enhanced comfort & lockdown,Die-cut open cell foam sockliner for enhanced step in comfort,UA Micro G® midsole provides a responsive feel underfoot & complete control on the court,Durable rubber outsole with unique traction pattern for great on-court grip,Regular,Style #: 3028192,Weight: 12.4 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/basketball/unisex_curry_splash_24_suede_basketball_shoes/3028192.html?dwvar_3028192_color=100
Unisex Curry Splash 24 Suede Basketball Shoes,130,"""Everything I put my name on has to be good—it has to help you play and it has to support our mission to change the game for good."" – Stephen Curry, Lightweight, breathable mesh upper with suede overlays for added durability,Dynamic lacing system & plush collar provide enhanced comfort & lockdown,Die-cut open cell foam sockliner for enhanced step in comfort,UA Micro G® midsole provides a responsive feel underfoot & complete control on the court,Durable rubber outsole with unique traction pattern for great on-court grip,Regular,Style #: 3028192,Weight: 12.4 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/basketball/unisex_curry_splash_24_suede_basketball_shoes/3028192.html?dwvar_3028192_color=200
Women's UA Ignite Select Slides,26.97 - 35,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027222,Imported",https://www.underarmour.ca/en-ca/p/sportswear/womens_ua_ignite_select_slides/3027222.html?dwvar_3027222_color=300
Unisex UA SlipSpeed™ Training Shoes,150,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3026197 | 3027049 | 3027057 | 3026409,Offset: 2mm,Weight: 10.8 oz.,Lace type: BOA™,Imported,Machine washable—we recommend putting them in a laundry bag,Air dry only",https://www.underarmour.ca/en-ca/p/training/unisex_ua_slipspeed_training_shoes/3026197.html?dwvar_3026197_color=001
Women's UA Ignite Select Slides,26.97 - 35,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027222,Imported",https://www.underarmour.ca/en-ca/p/sportswear/womens_ua_ignite_select_slides/3027222.html?dwvar_3027222_color=601
Women's UA Infinite Running Shoes,120,"The support you need to grind harder. Built with a secure fit and soft, springy UA HOVR™ cushioning to keep your legs feeling fresh for longer., Knit upper provides breathability, durability & lightweight containment,Deluxe comfort system sockliner provides ultimate step-in comfort,Responsive UA HOVR™ cushioning reduces impact, returns energy & helps propel you forward,Durable rubber outsole provides traction, durability & flexibility for proper toe-off,Regular,Style #: 3027524,Offset: 8mm,Weight: 8.25 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/womens_ua_infinite_running_shoes/3027524.html?dwvar_3027524_color=101
Women's UA Ignite Select Slides,26.97 - 35,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027222,Imported",https://www.underarmour.ca/en-ca/p/sportswear/womens_ua_ignite_select_slides/3027222.html?dwvar_3027222_color=002
Women's UA Glory 2 Turf Lacrosse Shoes,115,"Built specifically for artificial turf, with durable outsole plate for better traction. Cord lacing locks in your foot for more explosive cuts., Light, breathable Warp Knit upper with strategic TPU overlays for added durability & abrasion resistance,TPU overlays for lateral side lockdown & added support for cuts,Higher, 5/8 height knit collar & tongue gives you a locked-in but comfortable fit,3D-molded sockliner for added comfort & support,Rubber outsole with mini-lugs for incredible grip & traction on artificial turf & dry natural fields,Regular,Style #: 3026646,Weight: 8.2 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/lacrosse/womens_ua_glory_2_turf_lacrosse_shoes/3026646.html?dwvar_3026646_color=100
Unisex Project Rock 7 Luxe Training Shoes,190,"Premium suede upper with leather details for an elevated look & feel,One piece tongue & upper construction allows for a seamless & one-of-a-kind fit,Plush foam on the inside of the ankle collar for maximum comfort,External, molded TPU heel counter helps stabilize & lockdown the heel to enable mobility in the forefoot,Responsive UA HOVR™ cushioning reduces impact, returns energy & helps propel you forward,Strategic perforations within the UA HOVR™ foam for a more lightweight feel,UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Durable outsole rubber with toe cap wraps up for support & protection through planks & other HIIT training,Regular,Style #: 3027666,Offset: 6mm,Weight: 13.2 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/unisex_project_rock_7_luxe_training_shoes/3027666.html?dwvar_3027666_color=001
Women's UA Ignite Select Slides,26.97 - 35,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027222,Imported",https://www.underarmour.ca/en-ca/p/sportswear/womens_ua_ignite_select_slides/3027222.html?dwvar_3027222_color=001
Unisex UA Infinite Pro Trail Running Shoes,175,"Building endurance? Our softest, springiest UA HOVR+ cushioning and a supportive, woven upper, help UA Infinite Pro keep your legs feeling fresh. So, when coach says, ""Keep running,"" you'll be the one pushing the pace., Engineered mesh upper is lightweight, breathable & reinforced for added lockdown & security,Strategic haptic print for added durability & abrasion resistance,Die-cut EVA sockliner cradles the foot for enhanced step-in comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you,Full-length Vibram® outsole with lug design for best-in-class grip, traction & durability on trail surfaces,Regular,Style #: 3027202,Offset: 8mm,Weight: 11.4 oz.,Lace type: Standard tie,Imported,NEUTRAL: For runners who need a balance of flexibility & cushioning",https://www.underarmour.ca/en-ca/p/running/unisex_ua_infinite_pro_trail_running_shoes/3027202.html?dwvar_3027202_color=102
Women's UA Phantom Golf Shoes,175,"Go from the green to the clubhouse. We took the comfort of your favorite sneaker, added directional rubber studs for ultimate traction, and a water-resistant design so your feet stay dry. This is your new go-to golf shoe., Lightweight, breathable knit upper with strategic reinforcements to support the golf swing,Lightweight waterproof membrane & NeverWet™ treated upper to keep you cool & dry on damp days,Knit collar for ease of entry & a plush feel with an external heel counter for stable support,Ultra-breathable, SpeedForm® 2.0 sockliner provides softer underfoot support,Responsive UA HOVR™ cushioning reduces impact, returns energy & helps propel you forward,Durable, high-traction rubber outsole with strategic pattern for directional support,Regular,Style #: 3027090,1 year waterproof warranty,Weight: 10.2 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/golf/womens_ua_phantom_golf_shoes/3027090.html?dwvar_3027090_color=100
Unisex Project Rock 7 Luxe Training Shoes,190,"Premium suede upper with leather details for an elevated look & feel,One piece tongue & upper construction allows for a seamless & one-of-a-kind fit,Plush foam on the inside of the ankle collar for maximum comfort,External, molded TPU heel counter helps stabilize & lockdown the heel to enable mobility in the forefoot,Responsive UA HOVR™ cushioning reduces impact, returns energy & helps propel you forward,Strategic perforations within the UA HOVR™ foam for a more lightweight feel,UA TriBase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts,Durable outsole rubber with toe cap wraps up for support & protection through planks & other HIIT training,Regular,Style #: 3027666,Offset: 6mm,Weight: 13.2 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/training/unisex_project_rock_7_luxe_training_shoes/3027666.html?dwvar_3027666_color=200
Unisex Curry 11 Team Basketball Shoes,170,"Stephen Curry makes you believe you can do anything. And the Curry 11 is specifically designed with ultimate bounce, grip, and stability to allow everyone to do their thing., UA Warp upper technology provides enhanced comfort & control throughout dynamic basketball movements,Lightweight, comfortable UA IntelliKnit is breathable & gives you stretch & support where you need it,External 3D-molded TPU heel counter for enhanced fit & support,Molded sockliner for long-lasting, step-in comfort,Dual-density UA Flow cushioning for premium comfort that is super light, bouncy & provides insane grip,Forefoot Pebax® plate allows for additional flex & agility with lateral support,Internal midfoot shank adds stability to every move,Durable UA Flow outsole provides better court feel so you can cut & stop/start faster than ever before,Regular,Style #: 3027637,Weight: 12.3 oz.,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/unisex_curry_11_team_basketball_shoes/3027637.html?dwvar_3027637_color=101
