name,price,description,link
Girls' Grade School UA Assert 10 Running Shoes,61.97 - 75,"Your ultimate lightweight, do-everything shoes—with soft cushioning for a smooth ride and synthetic overlays for more support., Lightweight, breathable mesh upper with synthetic overlays for added durability & support,EVA sockliner provides soft, step-in comfort,One-piece EVA midsole turns cushioned landings into explosive takeoffs,Solid rubber outsole covers high impact zones for greater durability with less weight,Regular,Style #: 3026189,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_grade_school_ua_assert_10_running_shoes/3026189.html?dwvar_3026189_color=100
Pre-School Curry 3Z 24 Basketball Shoes,90,"These are the shoes you're going to go back to again and again, all season long. A durable rubber outsole, leather overlays, and lock-down webbed lacing make them tough enough to keep up with every cut, drag, and drive., Super-comfortable upper with mix of leather & mesh for durability & breathability where you need it,Plush foam sockliner for increased underfoot comfort,Full-length Micro G® midsole turns cushioned landings into explosive takeoffs,Full rubber outsole for enhanced traction & durability,Regular,Style #: 3027628,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/pre-school_curry_3z_24_basketball_shoes/3027628.html?dwvar_3027628_color=002
Grade School UA Phantom 4 Running Shoes,125,"With the comfort and durability of a technical performance shoe plus the clean look and feel of a street sneaker, UA Phantom 4 is the ultimate outfit finisher., Molded, soft & structured material for comfort inside & out,Knit collar for a sock-like fit & feel & exceptional step-in comfort,Sleek TPU heel counter & heel pull for easy on/off,Plush, molded sockliner for enhanced comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Rubber outsole for added traction & durability,Regular,Style #: 3027709,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_phantom_4_running_shoes/3027709.html?dwvar_3027709_color=400
Grade School UA Lockdown 7 Basketball Shoes,70,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Breathable mesh upper with leather & film overlays for added support & durability,EVA midsole delivers a lightweight & responsive ride,Durable, solid rubber outsole with herringbone traction pattern for ultimate on-court movement & control,Regular,Style #: 3028513,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/basketball/grade_school_ua_lockdown_7_basketball_shoes/3028513.html?dwvar_3028513_color=001
Grade School UA Lockdown 7 Basketball Shoes,70,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Breathable mesh upper with leather & film overlays for added support & durability,EVA midsole delivers a lightweight & responsive ride,Durable, solid rubber outsole with herringbone traction pattern for ultimate on-court movement & control,Regular,Style #: 3028513,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/basketball/grade_school_ua_lockdown_7_basketball_shoes/3028513.html?dwvar_3028513_color=002
Girls' UA Glyde 2 TPU Jr. Softball Cleats,75,"Women's feet are a different shape than men's. That's a fact. These shoes were built for women by women, giving you the best fit, traction, breathability, and serious score power., Synthetic upper is light, breathable & super-durable,Strategic design for easier on/off,Die-cut EVA sockliner for excellent comfort & durability under the foot,Lightweight, molded TPU cleat plate provides premium comfort & superior traction on turf & dirt,Regular,Style #: 3026606,Weight: 7.95 oz.,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold on gentle cycle with like colors,Do not bleach,Dry flat,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/softball/girls_ua_glyde_2_tpu_jr._softball_cleats/3026606.html?dwvar_3026606_color=100
Grade School UA SlipSpeed™ Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028565,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_slipspeed_training_shoes/3028565.html?dwvar_3028565_color=401
Grade School UA Phantom 4 Running Shoes,125,"With the comfort and durability of a technical performance shoe plus the clean look and feel of a street sneaker, UA Phantom 4 is the ultimate outfit finisher., Molded, soft & structured material for comfort inside & out,Knit collar for a sock-like fit & feel & exceptional step-in comfort,Sleek TPU heel counter & heel pull for easy on/off,Plush, molded sockliner for enhanced comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Rubber outsole for added traction & durability,Regular,Style #: 3027709,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_phantom_4_running_shoes/3027709.html?dwvar_3027709_color=001
Grade School UA SlipSpeed™ Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028565,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_slipspeed_training_shoes/3028565.html?dwvar_3028565_color=001
Grade School UA SlipSpeed™ Printed Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028654,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/grade_school_ua_slipspeed_printed_training_shoes/3028654.html?dwvar_3028654_color=001
Pre-School UA Jet '23 Basketball Shoes,54.97 - 70,"Locked in and ready for takeoff, the UA Jet is all about performance. The soft cushioning you need, while the durable upper looks great on and off the court., Mixed-material upper for enhanced durability, breathability & support where you need it,Plush foam sockliner for increased underfoot comfort,Cushioned EVA midsole delivers a lightweight & responsive feel underfoot​,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3026636,Lace type: Standard tie,Imported,Machine wash warm with similar colors,Use only non-chlorine bleach when needed,Tumble dry medium,Do not iron",https://www.underarmour.ca/en-ca/p/basketball/pre-school_ua_jet_23_basketball_shoes/3026636.html?dwvar_3026636_color=104
Girls' UA Glyde 2 TPU Jr. Softball Cleats,75,"Women's feet are a different shape than men's. That's a fact. These shoes were built for women by women, giving you the best fit, traction, breathability, and serious score power., Synthetic upper is light, breathable & super-durable,Strategic design for easier on/off,Die-cut EVA sockliner for excellent comfort & durability under the foot,Lightweight, molded TPU cleat plate provides premium comfort & superior traction on turf & dirt,Regular,Style #: 3026606,Weight: 7.95 oz.,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold on gentle cycle with like colors,Do not bleach,Dry flat,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/softball/girls_ua_glyde_2_tpu_jr._softball_cleats/3026606.html?dwvar_3026606_color=001
Girls' Grade School UA Flash Running Shoes,65,"Just slip them on and go. The adjustable strap gives you a secure fit and the soft cushioning is light and comfortable., Lightweight, breathable upper with adjustable strap for a secure fit,Slip-on design for easy on/off,Toe cap for added durability where you need it most,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for lightweight comfort & flexibility,Lightweight, durable outsole,Regular,Style #: 3026721,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_grade_school_ua_flash_running_shoes/3026721.html?dwvar_3026721_color=001
Pre-School UA Lockdown 7 Basketball Shoes,65,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Durable synthetic upper with mesh panels for added breathability & comfort,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for traction & durability,Regular,Style #: 3028514,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/hot_fashion/pre-school_ua_lockdown_7_basketball_shoes/3028514.html?dwvar_3028514_color=004
Grade School UA Jet '23 Basketball Shoes,75,"Locked in and ready for takeoff, the UA Jet is all about performance. A Micro G® midsole gives you the cushioning you need, while the durable upper looks great on and off the court., Mixed-material upper for enhanced durability, breathability & support where you need it,Plush foam sockliner for increased underfoot comfort,Full-length Micro G® midsole turns cushioned landings into explosive takeoffs,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3026635,Weight: 9.6 oz.,Lace type: Standard tie,Imported,Wash inside out with all zippers & closures secured,Machine wash cold with like colors,Do not use softeners or scented detergents,Do not bleach,Tumble dry low & remove promptly, do not use dryer sheets,Do not iron,Do not dry clean",https://www.underarmour.ca/en-ca/p/basketball/grade_school_ua_jet_23_basketball_shoes/3026635.html?dwvar_3026635_color=004
Girls' Pre-School UA Pursuit 3 AC Big Logo Running Shoes,54.97 - 70,"You wear them all day, so we built them to stay comfortable all day, with mesh for breathability and soft-on-your-feet cushioning., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Adjustable hook & loop strap closure for easy on & off,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for all-day comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3026714,Lace type: Stretch bungee with hook & loop strap,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_pursuit_3_ac_big_logo_running_shoes/3026714.html?dwvar_3026714_color=800
Girls' Pre-School UA Pursuit 3 AC Big Logo Running Shoes,54.97 - 70,"You wear them all day, so we built them to stay comfortable all day, with mesh for breathability and soft-on-your-feet cushioning., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Adjustable hook & loop strap closure for easy on & off,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for all-day comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3026714,Lace type: Stretch bungee with hook & loop strap,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_pursuit_3_ac_big_logo_running_shoes/3026714.html?dwvar_3026714_color=101
Girls' Pre-School UA Infinity 3.0 AL Running Shoes,75,"These shoes are going to feel cushioned and comfortable, but also light and breathable. Why? Because when you never slow down, that's what you need., Soft, 3D printed mesh upper provides locked-in midfoot support & lightweight breathability,External heel counter for increased stability,Stretch bungee laces for easy on/off & a secure fit,Die-cut, full-length EVA sockliner for underfoot comfort & a custom fit,High abrasion EVA midsole with slightly curved shape to provide lightweight traction & durability,Bootie construction provides a snug, sock-like fit,Regular,Style #: 3027695,Lace type: Stretch elastic,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_infinity_3.0_al_running_shoes/3027695.html?dwvar_3027695_color=002
Grade School Curry 12 'Gravity' Basketball Shoes,125,"You're in his orbit. Stephen is a force—pulling his team together and disrupting defenses. Curry 12 'Gravity' defies physics with UA Flow's anti-gravity grip and an explosion of high-vis color., Breathable engineered mesh upper with durable overlays for comfort & control through dynamic movements,Molded tongue for ultimate comfort,External 3D-molded TPU heel counter for enhanced fit & support,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for durability & traction on the court,Regular,Style #: 3027645,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/grade_school_curry_12_gravity_basketball_shoes/3027645.html?dwvar_3027645_color=100
Grade School Curry 3Z 24 Suede Basketball Shoes,95,"These are the shoes you're going to go back to again and again, all season long. A durable rubber outsole, leather overlays, and lock-down webbed lacing make them tough enough to keep up with every cut, drag, and drive., Durable suede upper with mesh inserts provides the perfect combination of comfort & performance,Internal midfoot shank adds stability to every move,UA Micro G® midsole provides a responsive feel underfoot & complete control on the court,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3028401,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/grade_school_curry_3z_24_suede_basketball_shoes/3028401.html?dwvar_3028401_color=100
Girls' Pre-School UA Pursuit 3 AC Big Logo Running Shoes,54.97 - 70,"You wear them all day, so we built them to stay comfortable all day, with mesh for breathability and soft-on-your-feet cushioning., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Adjustable hook & loop strap closure for easy on & off,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for all-day comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3026714,Lace type: Stretch bungee with hook & loop strap,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_pursuit_3_ac_big_logo_running_shoes/3026714.html?dwvar_3026714_color=600
Grade School UA Jet '23 Basketball Shoes,75,"Locked in and ready for takeoff, the UA Jet is all about performance. A Micro G® midsole gives you the cushioning you need, while the durable upper looks great on and off the court., Mixed-material upper for enhanced durability, breathability & support where you need it,Plush foam sockliner for increased underfoot comfort,Full-length Micro G® midsole turns cushioned landings into explosive takeoffs,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3026635,Weight: 9.6 oz.,Lace type: Standard tie,Imported,Wash inside out with all zippers & closures secured,Machine wash cold with like colors,Do not use softeners or scented detergents,Do not bleach,Tumble dry low & remove promptly, do not use dryer sheets,Do not iron,Do not dry clean",https://www.underarmour.ca/en-ca/p/basketball/grade_school_ua_jet_23_basketball_shoes/3026635.html?dwvar_3026635_color=005
Girls' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027111,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_grade_school_ua_rogue_4_running_shoes/3027111.html?dwvar_3027111_color=300
Girls' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027111,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_grade_school_ua_rogue_4_running_shoes/3027111.html?dwvar_3027111_color=100
Girls' Pre-School UA Outhustle 2 Slip Running Shoes,55,"Just slip them on and go. The materials give you a secure fit and the soft cushioning is light and comfortable., Breathable mesh upper with molded leather overlays for added durability,Stretchy, slip-on design for easy on/off,EVA sockliner provides soft, step-in comfort,One-piece EVA midsole turns cushioned landings into explosive takeoffs,Lightweight, durable outsole,Regular,Style #: 3027693,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_outhustle_2_slip_running_shoes/3027693.html?dwvar_3027693_color=500
Pre-School Curry 12 'Gravity' Basketball Shoes,115,"You're in his orbit. Stephen is a force—pulling his team together and disrupting defenses. Curry 12 'Gravity' defies physics with UA Flow's anti-gravity grip and an explosion of high-vis color., Breathable engineered mesh upper with durable overlays for comfort & control through dynamic movements,External 3D-molded TPU heel counter for enhanced fit & support,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for durability & traction on the court,Regular,Style #: 3027879,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/pre-school_curry_12_gravity_basketball_shoes/3027879.html?dwvar_3027879_color=100
Pre-School UA Lockdown 7 Basketball Shoes,65,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Durable synthetic upper with mesh panels for added breathability & comfort,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for traction & durability,Regular,Style #: 3028514,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/hot_fashion/pre-school_ua_lockdown_7_basketball_shoes/3028514.html?dwvar_3028514_color=102
Girls' Pre-School UA Pursuit 3 AC Running Shoes,70,"You wear them all day, so we built them to stay comfortable all day, with mesh for breathability and soft-on-your-feet cushioning., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Adjustable hook & loop strap closure for easy on & off,High rebound, die-cut EVA sockliner built with extended arch support,One-piece EVA midsole turns cushioned landings into explosive takeoffs,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3025012,Lace type: Standard tie with hook & loop strap,Imported,Machine wash cold with like colors,Do not bleach,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/girls_pre-school_ua_pursuit_3_ac_running_shoes/3025012.html?dwvar_3025012_color=001
Pre-School UA Lockdown 7 Basketball Shoes,65,"These are light, comfortable, and tough enough to last all season—making them a go-to court shoe year after year., Durable synthetic upper with mesh panels for added breathability & comfort,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for traction & durability,Regular,Style #: 3028514,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/hot_fashion/pre-school_ua_lockdown_7_basketball_shoes/3028514.html?dwvar_3028514_color=600
Pre-School UA Jet '23 Basketball Shoes,54.97 - 70,"Locked in and ready for takeoff, the UA Jet is all about performance. The soft cushioning you need, while the durable upper looks great on and off the court., Mixed-material upper for enhanced durability, breathability & support where you need it,Plush foam sockliner for increased underfoot comfort,Cushioned EVA midsole delivers a lightweight & responsive feel underfoot​,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3026636,Lace type: Standard tie,Imported,Machine wash warm with similar colors,Use only non-chlorine bleach when needed,Tumble dry medium,Do not iron",https://www.underarmour.ca/en-ca/p/basketball/pre-school_ua_jet_23_basketball_shoes/3026636.html?dwvar_3026636_color=004
