name,price,description,link
Grade School UA Phantom 4 Running Shoes,125,"With the comfort and durability of a technical performance shoe plus the clean look and feel of a street sneaker, UA Phantom 4 is the ultimate outfit finisher., Molded, soft & structured material for comfort inside & out,Knit collar for a sock-like fit & feel & exceptional step-in comfort,Sleek TPU heel counter & heel pull for easy on/off,Plush, molded sockliner for enhanced comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Rubber outsole for added traction & durability,Regular,Style #: 3027709,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_phantom_4_running_shoes/3027709.html?dwvar_3027709_color=400
Grade School UA Phantom 4 Running Shoes,125,"With the comfort and durability of a technical performance shoe plus the clean look and feel of a street sneaker, UA Phantom 4 is the ultimate outfit finisher., Molded, soft & structured material for comfort inside & out,Knit collar for a sock-like fit & feel & exceptional step-in comfort,Sleek TPU heel counter & heel pull for easy on/off,Plush, molded sockliner for enhanced comfort,Extra-springy UA HOVR™+ cushioning reduces impact, returns energy & helps propel you forward,Rubber outsole for added traction & durability,Regular,Style #: 3027709,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/sportswear/grade_school_ua_phantom_4_running_shoes/3027709.html?dwvar_3027709_color=001
Grade School UA SlipSpeed™ Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028566,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/grade_school_ua_slipspeed_training_shoes/3028566.html?dwvar_3028566_color=104
Grade School UA SlipSpeed™ Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028566,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/grade_school_ua_slipspeed_training_shoes/3028566.html?dwvar_3028566_color=100
Grade School UA SlipSpeed™ Training Shoes,100,"These are the most versatile training shoes we've ever made. They feel great, feel cool, cushion better, fit perfectly, handle your toughest training, AND have a heel that converts easily from recover mode to train mode., UA FLOW CUSHIONING: Unmatched comfort, ground contact & traction—no squeaks,BREATHABLE UPPER: Reinforced supportive material with engineered venting,BOA FIT SYSTEM: A personalized fit, one click at a time, with a 12-point lockdown system,ISO-CHILL PADDED INTERIOR: Heel to toe interior foam padding with cool-to-the-touch Iso-Chill technology,MACHINE WASHABLE: We made it easy—put them in the wash to keep them fresh & clean*,CONVERTIBLE HEEL: Go from train mode to recover mode,*Laundry bag not included,Regular,Style #: 3028566,Lace type: BOA™,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/grade_school_ua_slipspeed_training_shoes/3028566.html?dwvar_3028566_color=102
Boys' Pre-School UA Assert 10 AC Wide Running Shoes,70,"Your ultimate lightweight, do-everything shoes—with soft cushioning for a smooth ride and synthetic overlays for more support., Lightweight, breathable mesh upper with synthetic overlays for added durability & support,Hook & loop strap for easy on & off,EVA sockliner provides soft, step-in comfort,One-piece EVA midsole turns cushioned landings into explosive takeoffs,Lightweight, durable outsole,Wide,Style #: 3026186,Lace type: Standard tie with hook & loop strap,Imported,Wide Sizing built to better fit athletes with wide feet",https://www.underarmour.ca/en-ca/p/running_and_training/boys_pre-school_ua_assert_10_ac_wide_running_shoes/3026186.html?dwvar_3026186_color=400
Boys' Grade School UA Charged Pursuit 3 Running Shoes,54.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Charged Cushioning® midsole is firmer in the heel & softer in the forefoot for support & comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3024987,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_running_shoes/3024987.html?dwvar_3024987_color=001
Boys' UA Ignite Pro Slides,33.97 - 40,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Adjustable synthetic strap with soft foam lining for added comfort & perforations for breathability,Textured foam footbed for unprecedented comfort,EVA outsole built with durable traction pods in heel for lightweight cushioning & comfort,Regular,Style #: 3026036,Imported",https://www.underarmour.ca/en-ca/p/sandals_and_slides/boys_ua_ignite_pro_slides/3026036.html?dwvar_3026036_color=102
Boys' UA Ignite Pro Slides,33.97 - 40,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Adjustable synthetic strap with soft foam lining for added comfort & perforations for breathability,Textured foam footbed for unprecedented comfort,EVA outsole built with durable traction pods in heel for lightweight cushioning & comfort,Regular,Style #: 3026036,Imported",https://www.underarmour.ca/en-ca/p/sandals_and_slides/boys_ua_ignite_pro_slides/3026036.html?dwvar_3026036_color=400
Boys' Grade School UA Charged Pursuit 3 Running Shoes,54.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Charged Cushioning® midsole is firmer in the heel & softer in the forefoot for support & comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3024987,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_running_shoes/3024987.html?dwvar_3024987_color=102
Boys' Grade School UA Charged Pursuit 3 Running Shoes,54.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Charged Cushioning® midsole is firmer in the heel & softer in the forefoot for support & comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3024987,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_running_shoes/3024987.html?dwvar_3024987_color=401
Boys' UA Ignite Pro Slides,33.97 - 40,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Adjustable synthetic strap with soft foam lining for added comfort & perforations for breathability,Textured foam footbed for unprecedented comfort,EVA outsole built with durable traction pods in heel for lightweight cushioning & comfort,Regular,Style #: 3026036,Imported",https://www.underarmour.ca/en-ca/p/sandals_and_slides/boys_ua_ignite_pro_slides/3026036.html?dwvar_3026036_color=101
Boys' Grade School UA Assert 10 Uniform Synthetic Running Shoes,75,"Your ultimate lightweight, do-everything shoes—with soft cushioning for a smooth ride and synthetic overlays for more support., Lightweight synthetic upper is breathable & super-durable,EVA sockliner provides soft, step-in comfort,One-piece EVA midsole turns cushioned landings into explosive takeoffs,Solid rubber outsole covers high impact zones for greater durability with less weight,Regular,Style #: 3027099,Lace type: Standard tie,Imported,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_assert_10_uniform_synthetic_running_shoes/3027099.html?dwvar_3027099_color=001
Boys' Grade School UA Charged Pursuit 3 Running Shoes,54.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Charged Cushioning® midsole is firmer in the heel & softer in the forefoot for support & comfort,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3024987,Lace type: Standard tie,Imported,Wash garment inside out,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_running_shoes/3024987.html?dwvar_3024987_color=403
Boys' UA Ignite Pro Slides,33.97 - 40,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Adjustable synthetic strap with soft foam lining for added comfort & perforations for breathability,Textured foam footbed for unprecedented comfort,EVA outsole built with durable traction pods in heel for lightweight cushioning & comfort,Regular,Style #: 3026036,Imported",https://www.underarmour.ca/en-ca/p/sandals_and_slides/boys_ua_ignite_pro_slides/3026036.html?dwvar_3026036_color=600
Boys' UA Ignite Pro Slides,33.97 - 40,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Adjustable synthetic strap with soft foam lining for added comfort & perforations for breathability,Textured foam footbed for unprecedented comfort,EVA outsole built with durable traction pods in heel for lightweight cushioning & comfort,Regular,Style #: 3026036,Imported",https://www.underarmour.ca/en-ca/p/sandals_and_slides/boys_ua_ignite_pro_slides/3026036.html?dwvar_3026036_color=001
Boys' Grade School UA Flash Printed Running Shoes,70,"Just slip them on and go. The adjustable strap gives you a secure fit and the soft cushioning is light and comfortable., Lightweight, breathable upper with adjustable strap for a secure fit,Slip-on design for easy on/off,Toe cap for added durability where you need it most,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for lightweight comfort & flexibility,Lightweight, durable outsole,Regular,Style #: 3027171,Imported,Wash garment inside out,Machine wash cold with like colors,Use only non-chlorine bleach if needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_flash_printed_running_shoes/3027171.html?dwvar_3027171_color=001
Boys' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027106,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_rogue_4_running_shoes/3027106.html?dwvar_3027106_color=100
Boys' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027106,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_rogue_4_running_shoes/3027106.html?dwvar_3027106_color=400
Boys' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027106,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_rogue_4_running_shoes/3027106.html?dwvar_3027106_color=003
Boys' Grade School UA Rogue 4 Running Shoes,66.97 - 85,"We paired lightweight, breathable mesh with our Charged Cushioning® midsole for amazing responsiveness, maximum impact absorption, and a snappy feel that keeps you running and running., Engineered mesh upper is lightweight & breathable,External heel counter for increased stability,Plush sockliner maintains it's shape for all-day comfort,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Solid rubber outsole with strategically placed pods for added durability in high-abrasion areas​,Regular,Style #: 3027106,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_rogue_4_running_shoes/3027106.html?dwvar_3027106_color=300
Boys' UA Spotlight Franchise 3.0 RM Jr. Football Cleats,65,"The UA Spotlight was built for players with moves on top of moves. It was designed to help you start, stop, and cut quicker so you can leave your opponents in the rearview mirror., Engineered synthetic upper with screen-print graphic for added durability & structure,Soft synthetic collar for added comfort & lockdown around the ankle,5/8 height for the perfect blend of speed & support,Full-length EVA midsole for underfoot cushion & comfort,Rubber molded cleats provide aggressive traction & durability on all field surfaces,Regular,Style #: 3026344,Imported",https://www.underarmour.ca/en-ca/p/football/boys_ua_spotlight_franchise_3.0_rm_jr._football_cleats/3026344.html?dwvar_3026344_color=100
Boys' Pre-School UA Flash Printed Running Shoes,65,"Just slip them on and go. The adjustable strap gives you a secure fit and the soft cushioning is light and comfortable., Lightweight, breathable upper with adjustable strap for a secure fit,Slip-on design for easy on/off,Toe cap for added durability where you need it most,EVA sockliner provides soft, step-in comfort,Cushioned EVA midsole for lightweight comfort & flexibility,Lightweight, durable outsole,Regular,Style #: 3027170,Imported,Machine wash cold with like colors,Do not bleach,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_pre-school_ua_flash_printed_running_shoes/3027170.html?dwvar_3027170_color=001
Boys' Grade School UA Charged Pursuit 3 Big Logo Running Shoes,58.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3026695,Lace type: Standard tie,Imported,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_big_logo_running_shoes/3026695.html?dwvar_3026695_color=001
Boys' Pre-School UA Surge 2 AC Fade Running Shoes,70,"These shoes are going to feel cushioned and comfortable, but also light and breathable. Why? Because when you never slow down, that's what you need., Lightweight, breathable mesh upper delivers increased ventilation,TPU heel cap for added durability & support,Enhanced cushioning around ankle collar for superior comfort,Adjustable hook & loop  closure for easy on & off,Full-length EVA sockliner for added comfort & a custom fit,Cushioned EVA midsole delivers a lightweight & responsive ride,Aggressive outsole traction pattern with slightly raised rubber knobs for added grip,Regular,Style #: 3023978,Imported",https://www.underarmour.ca/en-ca/p/running_and_training/boys_pre-school_ua_surge_2_ac_fade_running_shoes/3023978.html?dwvar_3023978_color=001
Boys' Grade School UA Charged Pursuit 3 Big Logo Running Shoes,58.97 - 75,"Light and flexible is the name of the game here. A lot of mesh for breathability and Charged Cushioning® to help protect against impact. Just put them on and run for miles., Lightweight mesh upper delivers complete breathability,Foam padding placed around your ankle collar & under the tongue for an incredibly comfortable fit & feel,Dual density Charged Cushioning® midsole for the ultimate blend of comfort & explosive energy return,Tire inspired outsole pattern provides ultimate flex & superior traction,Regular,Style #: 3026695,Lace type: Standard tie,Imported,Machine wash cold with like colors,Use only non-chlorine bleach when needed,Tumble dry low,Do not iron,Do not use softeners,Do not dry clean",https://www.underarmour.ca/en-ca/p/running_and_training/boys_grade_school_ua_charged_pursuit_3_big_logo_running_shoes/3026695.html?dwvar_3026695_color=400
Boys' UA Blur Select MC Jr. Football Cleats,90,"Inspired by track spikes, the UA Blur is one of the fastest cleats on the field. It's unique build and flexible design helps you find that extra gear, so you can dominate every inch of the field., Low-top with light textile upper & suede-like comfort for superior stability & breathability,More secure heel pocket for added comfort & lockdown,Die-cut EVA sockliner for excellent comfort & durability under the foot,Track spike-inspired plate with propulsion spine & aggressive perimeter traction for ultimate speed,Regular,Style #: 3027976,Imported",https://www.underarmour.ca/en-ca/p/football/boys_ua_blur_select_mc_jr._football_cleats/3027976.html?dwvar_3027976_color=600
Boys' UA Blur Select MC Jr. Football Cleats,90,"Inspired by track spikes, the UA Blur is one of the fastest cleats on the field. It's unique build and flexible design helps you find that extra gear, so you can dominate every inch of the field., Low-top with light textile upper & suede-like comfort for superior stability & breathability,More secure heel pocket for added comfort & lockdown,Die-cut EVA sockliner for excellent comfort & durability under the foot,Track spike-inspired plate with propulsion spine & aggressive perimeter traction for ultimate speed,Regular,Style #: 3027976,Imported",https://www.underarmour.ca/en-ca/p/football/boys_ua_blur_select_mc_jr._football_cleats/3027976.html?dwvar_3027976_color=400
Boys' UA Blur Select MC Jr. Football Cleats,90,"Inspired by track spikes, the UA Blur is one of the fastest cleats on the field. It's unique build and flexible design helps you find that extra gear, so you can dominate every inch of the field., Low-top with light textile upper & suede-like comfort for superior stability & breathability,More secure heel pocket for added comfort & lockdown,Die-cut EVA sockliner for excellent comfort & durability under the foot,Track spike-inspired plate with propulsion spine & aggressive perimeter traction for ultimate speed,Regular,Style #: 3027976,Imported",https://www.underarmour.ca/en-ca/p/football/boys_ua_blur_select_mc_jr._football_cleats/3027976.html?dwvar_3027976_color=001
Grade School Curry 12 'Gravity' Basketball Shoes,125,"You're in his orbit. Stephen is a force—pulling his team together and disrupting defenses. Curry 12 'Gravity' defies physics with UA Flow's anti-gravity grip and an explosion of high-vis color., Breathable engineered mesh upper with durable overlays for comfort & control through dynamic movements,Molded tongue for ultimate comfort,External 3D-molded TPU heel counter for enhanced fit & support,EVA midsole delivers a lightweight & responsive ride,Rubber outsole for durability & traction on the court,Regular,Style #: 3027645,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/grade_school_curry_12_gravity_basketball_shoes/3027645.html?dwvar_3027645_color=100
Grade School Curry 3Z 24 Suede Basketball Shoes,95,"These are the shoes you're going to go back to again and again, all season long. A durable rubber outsole, leather overlays, and lock-down webbed lacing make them tough enough to keep up with every cut, drag, and drive., Durable suede upper with mesh inserts provides the perfect combination of comfort & performance,Internal midfoot shank adds stability to every move,UA Micro G® midsole provides a responsive feel underfoot & complete control on the court,Durable rubber outsole uses anatomical traction pattern for superior grip & flexibility,Regular,Style #: 3028401,Lace type: Standard tie,Imported",https://www.underarmour.ca/en-ca/p/curry_brand_shoes_and_gear/grade_school_curry_3z_24_suede_basketball_shoes/3028401.html?dwvar_3028401_color=100
Boys' UA Yard Turf Jr. 3.0 Baseball Cleats,80,"This shoe is an all-purpose performer, built for everything baseball players do. It was created to help you go from the weight room, to the batting cages, to the field—all without missing a beat., Synthetic upper is light, breathable & super-durable,Full-length EVA midsole for underfoot cushion & comfort,New durable rubber outsole with increased lug height for improved grip & traction,Regular,Style #: 3027456,Imported",https://www.underarmour.ca/en-ca/p/boys_ua_yard_turf_jr._3.0_baseball_cleats/3027456.html?dwvar_3027456_color=001
Boys' UA Ignite Select Slides,28.97 - 33,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027225,Imported",https://www.underarmour.ca/en-ca/p/sportswear/boys_ua_ignite_select_slides/3027225.html?dwvar_3027225_color=800
Boys' UA Ignite Select Slides,28.97 - 33,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027225,Imported",https://www.underarmour.ca/en-ca/p/sportswear/boys_ua_ignite_select_slides/3027225.html?dwvar_3027225_color=101
Boys' UA Ignite Select Slides,28.97 - 33,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027225,Imported",https://www.underarmour.ca/en-ca/p/sportswear/boys_ua_ignite_select_slides/3027225.html?dwvar_3027225_color=100
Boys' UA Ignite Select Slides,28.97 - 33,"The memory foam not only feels great, but also helps eliminate pressure on your feet after you work out., Fixed strap with rolled edges & added foam underneath for an extra comfortable fit,Drop-in EVA footbed provides underfoot cushioning,Raised sidewalls for added stability,EVA outsole delivers great durability & traction,Regular,Style #: 3027225,Imported",https://www.underarmour.ca/en-ca/p/sportswear/boys_ua_ignite_select_slides/3027225.html?dwvar_3027225_color=001
